customerID,churn_probability,risk_segment,value_segment,customer_value,expected_saved,cost,profit,roi_per_customer,Churn,Contract,InternetService,MonthlyCharges
3413-BMNZE,0.5909528346302412,Medium Risk,Medium,1643.7574377224198,485.69155863330303,100,385.69155863330303,3.8569155863330304,1,Month-to-month,DSL,50.4
6234-RAAPL,0.36815839229840935,Low Risk,Low,650.6539857651245,119.77186267092019,100,19.771862670920186,0.19771862670920184,0,Month-to-month,No,19.95
6047-YHPVI,0.09498837898802001,Low Risk,Low,640.8697153024909,30.437587699548747,100,-69.56241230045126,-0.6956241230045126,0,One year,No,19.65
6572-ADKRS,0.14746358198826023,Low Risk,Medium,2002.514021352313,147.64894528516376,100,47.64894528516376,0.47648945285163763,0,Month-to-month,DSL,61.4
5380-WJKOV,0.4110524231387811,Medium Risk,Low,1614.4046263345194,331.80246679063134,100,231.80246679063134,2.3180246679063132,0,Month-to-month,DSL,49.5
8168-UQWWF,0.09258290697212866,Low Risk,Low,645.7618505338078,29.89325466706059,100,-70.10674533293941,-0.7010674533293941,0,One year,No,19.8
8865-TNMNX,0.7754233581494127,High Risk,High,2935.281138790035,1138.0427788766006,250,888.0427788766006,3.552171115506402,1,Month-to-month,Fiber optic,90.0
9489-DEDVP,0.6091308378772311,Medium Risk,Low,1325.7686476868325,403.783283598422,100,303.783283598422,3.03783283598422,1,Month-to-month,DSL,40.65
9867-JCZSP,0.49293711331867884,Medium Risk,Medium,1963.3769395017791,483.91068045723466,100,383.91068045723466,3.8391068045723467,0,Month-to-month,DSL,60.2
4671-VJLCL,0.13899303039080815,Low Risk,High,3768.5748398576507,261.9028186231847,400,-138.09718137681529,-0.3452429534420382,0,Two year,Fiber optic,115.55
4080-IIARD,0.1660275658722855,Low Risk,Low,621.3011743772241,51.576560827721465,100,-48.423439172278535,-0.4842343917227854,0,Month-to-month,No,19.05
3714-NTNFO,0.15423557716671996,Low Risk,Low,652.2846975088967,50.30275339865201,100,-49.69724660134799,-0.49697246601347994,0,One year,No,20.0
5948-UJZLF,0.4234889172431611,Medium Risk,High,3488.092419928825,738.584241079868,400,338.584241079868,0.8464606026996699,1,One year,Fiber optic,106.95
7760-OYPDY,0.44230496397540636,Medium Risk,Medium,2002.514021352313,442.86094603724047,100,342.86094603724047,3.428609460372405,0,Month-to-month,DSL,61.4
7639-LIAYI,0.23245402084123576,Low Risk,Medium,2131.3402491103197,247.71930534322743,100,147.71930534322743,1.4771930534322744,0,One year,DSL,65.35
2954-PIBKO,0.5532103290171609,Medium Risk,Low,1469.2712811387898,406.40802442712777,100,306.40802442712777,3.0640802442712776,1,Month-to-month,DSL,45.05
8012-SOUDQ,0.6667401665197961,Medium Risk,Medium,1754.6458362989322,584.9464285386084,100,484.9464285386084,4.849464285386084,0,Month-to-month,DSL,53.8
9420-LOJKX,0.8291809511164772,High Risk,High,3119.551565836299,1293.3363672085188,400,893.3363672085188,2.233340918021297,1,Month-to-month,Fiber optic,95.65
6575-SUVOI,0.1612383720051952,Low Risk,High,3827.2804626334514,308.55223550115403,400,-91.44776449884597,-0.22861941124711493,0,Two year,Fiber optic,117.35
7495-OOKFY,0.7364235835006913,High Risk,Medium,2279.735017793594,839.4253156177854,100,739.4253156177854,7.394253156177854,0,Month-to-month,Fiber optic,69.9
4667-QONEA,0.17859641796230935,Low Risk,Low,621.3011743772241,55.481082109774185,100,-44.518917890225815,-0.4451891789022582,0,Month-to-month,No,19.05
1658-BYGOY,0.902168530354497,High Risk,High,2901.036192170818,1308.6117789979764,250,1058.6117789979764,4.234447115991906,1,Month-to-month,Fiber optic,88.95
8769-KKTPH,0.7879857925820148,High Risk,High,3127.70512455516,1232.2936007677138,400,832.2936007677138,2.0807340019192844,1,Month-to-month,Fiber optic,95.9
5067-XJQFU,0.011523065362108708,Low Risk,Low,634.346868327402,3.65481021299281,100,-96.34518978700719,-0.9634518978700719,0,Two year,No,19.45
3957-SQXML,0.5907029050335032,Medium Risk,Medium,2418.345516014235,714.2618608421774,250,464.2618608421774,1.8570474433687096,0,Month-to-month,Fiber optic,74.15
5954-BDFSG,0.008833293724252093,Low Risk,Low,649.0232740213522,2.8665066066531786,100,-97.13349339334682,-0.9713349339334683,0,Two year,No,19.9
0434-CSFON,0.0114236501934073,Low Risk,Low,774.5880782918149,4.4243116251946395,100,-95.57568837480537,-0.9557568837480537,0,Two year,No,23.75
1215-FIGMP,0.27805194612532586,Low Risk,Medium,1831.2892882562276,254.59677525905346,100,154.59677525905346,1.5459677525905346,0,Month-to-month,DSL,56.15
0526-SXDJP,0.6565510676531328,Medium Risk,High,2969.526085409252,974.8227608996361,400,574.8227608996361,1.4370569022490904,1,Month-to-month,Fiber optic,91.05
0557-ASKVU,0.6755544503236874,Medium Risk,Low,1599.7282206405691,540.3517593810651,100,440.3517593810651,4.403517593810651,1,Month-to-month,DSL,49.05
5698-BQJOH,0.24870090554915722,Low Risk,High,3119.551565836299,387.91764966538943,400,-12.082350334610567,-0.030205875836526418,0,One year,Fiber optic,95.65
5122-CYFXA,0.7893298144206737,High Risk,High,3303.821992882562,1303.9026002604664,400,903.9026002604664,2.259756500651166,0,Month-to-month,Fiber optic,101.3
8627-ZYGSZ,0.08521974603559689,Low Risk,High,3421.2332384341635,145.77831385395106,400,-254.22168614604894,-0.6355542153651224,0,Two year,Fiber optic,104.9
3410-YOQBQ,0.7563568474204484,High Risk,Low,1627.4503202846972,615.4665967919663,100,515.4665967919663,5.154665967919662,0,Month-to-month,DSL,49.9
3170-NMYVV,0.17153391099801213,Low Risk,High,3558.2130249110314,305.17709816352817,400,-94.82290183647183,-0.23705725459117957,0,Two year,Fiber optic,109.1
7410-OIEDU,0.11982189874130786,Low Risk,High,3747.375587188612,224.50882907688145,400,-175.49117092311855,-0.43872792730779636,0,Two year,Fiber optic,114.9
2273-QCKXA,0.08724706054261862,Low Risk,Medium,2607.508078291815,113.74870758604655,250,-136.25129241395345,-0.5450051696558138,0,Two year,Fiber optic,79.95
0731-EBJQB,0.6878236985310415,Medium Risk,Medium,2643.3837366548037,909.0909891913559,250,659.0909891913559,2.6363639567654236,1,Month-to-month,Fiber optic,81.05
1891-QRQSA,0.1823084719031709,Low Risk,High,3709.86921708185,338.1702939634025,400,-61.829706036597486,-0.15457426509149372,0,Two year,Fiber optic,113.75
8028-PNXHQ,0.1213168956808093,Low Risk,Medium,2558.5867259786473,155.1998994629275,250,-94.8001005370725,-0.37920040214829,0,One year,DSL,78.45
5630-AHZIL,0.4509751581800582,Medium Risk,Low,929.5056939501778,209.5919886792231,100,109.5919886792231,1.095919886792231,0,Month-to-month,DSL,28.5
2673-CXQEU,0.1821304790485327,Low Risk,Low,1333.9222064056937,121.47394523307234,100,21.473945233072342,0.21473945233072342,0,One year,DSL,40.9
6416-JNVRK,0.47768532313233053,Medium Risk,High,3519.075943060498,840.5054644940324,400,440.50546449403237,1.101263661235081,0,One year,Fiber optic,107.9
5590-ZSKRV,0.8679464405794635,High Risk,Medium,2462.374733096085,1068.6046924817767,250,818.6046924817767,3.274418769927107,1,Month-to-month,Fiber optic,75.5
0191-ZHSKZ,0.3537062782367519,Low Risk,High,3581.042989323843,633.3186939797745,400,233.31869397977448,0.5832967349494362,0,One year,Fiber optic,109.8
3887-PBQAO,0.8845780815754328,High Risk,High,3520.7066548042703,1557.1699692483105,400,1157.1699692483105,2.892924923120776,0,Month-to-month,Fiber optic,107.95
5919-TMRGD,0.7142117583247867,High Risk,Low,1495.3626690391459,534.0028005938472,100,434.00280059384716,4.340028005938471,1,Month-to-month,DSL,45.85
8108-UXRQN,0.7618638320335448,High Risk,High,2798.3013523131667,1065.9622957289798,250,815.9622957289798,3.2638491829159193,1,Month-to-month,Fiber optic,85.8
9191-MYQKX,0.02055605975123286,Low Risk,Low,834.9244128113878,8.581378058756949,100,-91.41862194124305,-0.9141862194124305,0,Two year,No,25.6
9919-YLNNG,0.6648920374779681,Medium Risk,Medium,2622.184483985765,871.7347921002048,250,621.7347921002048,2.486939168400819,1,Month-to-month,Fiber optic,80.4
0318-ZOPWS,0.8301574104991692,High Risk,Low,1480.6862633451956,614.6013370701693,100,514.6013370701693,5.146013370701692,1,Month-to-month,DSL,45.4
4445-ZJNMU,0.5700659866039113,Medium Risk,High,3512.553096085409,1001.1935231092759,400,601.1935231092759,1.5029838077731899,0,Month-to-month,Fiber optic,107.7
4808-YNLEU,0.7413314828784986,High Risk,Low,1433.3956227758006,531.3106512919666,100,431.31065129196656,4.313106512919665,0,Month-to-month,DSL,43.95
1862-QRWPE,0.41462172886935417,Medium Risk,High,3065.7380782918144,635.5608111409817,400,235.56081114098174,0.5889020278524544,0,One year,Fiber optic,94.0
2796-NNUFI,0.3319670756323369,Low Risk,High,3664.209288256227,608.1984209636331,400,208.1984209636331,0.5204960524090828,0,One year,Fiber optic,112.35
3016-KSVCP,0.9618607417056229,High Risk,High,2920.604733096085,1404.6075174023765,250,1154.6075174023765,4.618430069609506,1,Month-to-month,Fiber optic,89.55
4767-HZZHQ,0.2089067437354401,Low Risk,Low,1312.7229537366547,137.11833884594665,100,37.11833884594665,0.3711833884594665,0,One year,DSL,40.25
2424-WVHPL,0.4427311808007696,Medium Risk,Low,640.8697153024909,141.86650289766243,100,41.86650289766243,0.4186650289766243,1,Month-to-month,No,19.65
7233-PAHHL,0.1643018094852138,Low Risk,High,3057.5845195729535,251.1833346099072,400,-148.8166653900928,-0.372041663475232,0,Two year,Fiber optic,93.75
6067-NGCEU,0.1565764031452024,Low Risk,High,3749.006298932384,293.5029608277701,400,-106.4970391722299,-0.26624259793057475,0,Two year,Fiber optic,114.95
9848-JQJTX,0.11370150706527732,Low Risk,Medium,2508.034661921708,142.58366041622574,250,-107.41633958377426,-0.42966535833509706,0,One year,DSL,76.9
8637-XJIVR,0.3103526606630667,Low Risk,Low,1286.631565836299,199.65476487519155,100,99.65476487519155,0.9965476487519155,0,Month-to-month,DSL,39.45
9803-FTJCG,0.02713708263985751,Low Risk,Medium,2628.7073309608536,35.66772403814198,250,-214.33227596185802,-0.8573291038474321,0,Two year,DSL,80.6
0278-YXOOG,0.648764199159413,Medium Risk,Medium,2416.714804270462,783.9390222946118,250,533.9390222946118,2.1357560891784475,0,One year,DSL,74.1
3212-KXOCR,0.5085866890720486,Medium Risk,High,2741.2264412811382,697.0756398839643,250,447.0756398839643,1.7883025595358573,1,One year,Fiber optic,84.05
4598-XLKNJ,0.420376494169976,Medium Risk,Low,635.9775800711743,133.67501274051273,100,33.67501274051273,0.3367501274051273,1,Month-to-month,No,19.5
6380-ARCEH,0.20458838885993633,Low Risk,Medium,1793.782918149466,183.49357859433715,100,83.49357859433715,0.8349357859433715,0,Month-to-month,DSL,55.0
3679-XASPY,0.19327731612526725,Low Risk,High,2819.5006049822064,272.4727548722641,250,22.47275487226409,0.08989101948905637,0,One year,Fiber optic,86.45
7123-WQUHX,0.09255059992543693,Low Risk,Low,649.0232740213522,30.0337466881237,100,-69.9662533118763,-0.699662533118763,0,One year,No,19.9
5386-THSLQ,0.676395668118743,Medium Risk,Low,996.3648754448398,336.96844280828026,100,236.96844280828026,2.3696844280828024,0,Month-to-month,DSL,30.55
3192-NQECA,0.017460527334178733,Low Risk,Low,675.114661921708,5.893929004094408,100,-94.1060709959056,-0.941060709959056,0,Two year,No,20.7
6180-YBIQI,0.5212787514648163,Medium Risk,Low,629.4547330960854,164.06068868597328,100,64.06068868597328,0.6406068868597328,1,Month-to-month,No,19.3
6728-DKUCO,0.3635961538559859,Low Risk,Medium,2294.411423487544,417.1195844716544,250,167.11958447165438,0.6684783378866175,0,Month-to-month,DSL,70.35
9750-BOOHV,0.23691784251458464,Low Risk,High,3535.3830604982204,418.7976635779238,400,18.7976635779238,0.046994158944809496,0,Two year,Fiber optic,108.4
8597-CWYHH,0.7232503958634096,High Risk,Low,821.8787188612099,297.212054384041,100,197.21205438404098,1.97212054384041,1,Month-to-month,DSL,25.2
2848-YXSMW,0.1310675821326781,Low Risk,High,2896.1440569395013,189.79529952549282,250,-60.20470047450718,-0.2408188018980287,0,Two year,Fiber optic,88.8
0486-HECZI,0.15052552463862878,Low Risk,Low,676.7453736654803,50.93372620888065,100,-49.06627379111935,-0.4906627379111935,0,Month-to-month,No,20.75
4549-ZDQYY,0.3802342117067003,Low Risk,Medium,1814.982170818505,345.059157491445,100,245.05915749144498,2.4505915749144496,0,Month-to-month,DSL,55.65
5712-AHQNN,0.011093948524638509,Low Risk,Low,645.7618505338078,3.582024364498685,100,-96.41797563550132,-0.9641797563550132,0,Two year,No,19.8
4846-WHAFZ,0.5856762419738579,Medium Risk,High,2866.791245551601,839.5057616091085,250,589.5057616091085,2.358023046436434,0,Month-to-month,Fiber optic,87.9
5256-SKJGO,0.9021385799809846,High Risk,Medium,2491.7275444839856,1123.941774340144,250,873.9417743401441,3.4957670973605763,1,Month-to-month,Fiber optic,76.4
3071-VBYPO,0.4628815785381837,Medium Risk,Low,670.2225266903914,155.11683056314916,100,55.116830563149165,0.5511683056314917,1,Month-to-month,No,20.55
9560-BBZXK,0.8993850270566762,High Risk,High,2969.526085409252,1335.373649335653,400,935.373649335653,2.3384341233391326,1,Month-to-month,Fiber optic,91.05
5299-RULOA,0.04655427470269701,Low Risk,High,2762.425693950178,64.3013623009725,250,-185.6986376990275,-0.74279455079611,0,Two year,DSL,84.7
8402-OOOHJ,0.04260337226478059,Low Risk,High,2801.5627758007117,59.678010930294874,250,-190.32198906970513,-0.7612879562788205,0,Two year,DSL,85.9
9445-ZUEQE,0.011285386321442463,Low Risk,Low,828.4015658362988,4.674415849875242,100,-95.32558415012475,-0.9532558415012475,0,Two year,No,25.4
1091-SOZGA,0.6098004690613634,Medium Risk,High,2767.3178291814943,843.7558551383746,250,593.7558551383746,2.3750234205534984,0,Month-to-month,Fiber optic,84.85
2928-HLDBA,0.42449040470344274,Medium Risk,High,3228.809252669039,685.2992731878504,400,285.2992731878504,0.713248182969626,0,One year,Fiber optic,99.0
0404-SWRVG,0.043837107629686074,Low Risk,High,2961.372526690391,64.90900309206104,400,-335.090996907939,-0.8377274922698474,0,Two year,DSL,90.8
6497-TILVL,0.20975143069748392,Low Risk,Low,805.5716014234874,84.48489796391988,100,-15.515102036080123,-0.15515102036080122,0,Month-to-month,No,24.7
7219-TLZHO,0.5044047375599311,Medium Risk,High,3078.7837722419927,776.4765603207485,400,376.4765603207485,0.9411914008018712,0,One year,Fiber optic,94.4
4622-YNKIJ,0.08583234900731895,Low Risk,Medium,1938.9162633451956,83.21086870570579,100,-16.789131294294208,-0.16789131294294207,0,One year,DSL,59.45
4412-YLTKF,0.5262390379547548,Medium Risk,Medium,2413.453380782918,635.0266926259267,250,385.02669262592667,1.5401067705037066,0,Month-to-month,Fiber optic,74.0
6734-PSBAW,0.41853089240638913,Medium Risk,High,2768.9485409252666,579.4452519304104,250,329.44525193041045,1.3177810077216419,0,Month-to-month,DSL,84.9
3930-ZGWVE,0.7169336632254083,High Risk,Medium,2573.263131672598,922.4294817164609,250,672.4294817164609,2.6897179268658435,1,Month-to-month,Fiber optic,78.9
2639-UGMAZ,0.5514212205321692,Medium Risk,High,3419.6025266903907,942.8206995012525,400,542.8206995012525,1.3570517487531313,0,One year,Fiber optic,104.85
2876-GZYZC,0.4126494961260206,Medium Risk,Low,658.8075444839857,135.9283006376688,100,35.9283006376688,0.359283006376688,1,Month-to-month,No,20.2
6207-WIOLX,0.05891201210344303,Low Risk,Low,1128.4525266903913,33.2397044552726,100,-66.7602955447274,-0.667602955447274,0,Two year,DSL,34.6
8587-XYZSF,0.8784881066072224,High Risk,High,2958.1111032028466,1299.3327110932353,400,899.3327110932353,2.248331777733088,0,Month-to-month,Fiber optic,90.7
3091-FYHKI,0.5855970805471775,Medium Risk,High,3113.0287188612097,911.4902647123223,400,511.4902647123223,1.2787256617808058,0,Month-to-month,Fiber optic,95.45
2372-HWUHI,0.8373496163287771,High Risk,High,2930.3890035587183,1226.8800539119802,250,976.8800539119802,3.9075202156479207,0,Month-to-month,Fiber optic,89.85
7799-LGRDP,0.23233024857910323,Low Risk,Low,613.147615658363,71.22636898079595,100,-28.773631019204046,-0.2877363101920405,0,One year,No,18.8
7850-VWJUU,0.4800358669923813,Medium Risk,Low,1609.5124911032028,386.3118620508967,100,286.3118620508967,2.863118620508967,1,Month-to-month,DSL,49.35
3774-VBNXY,0.7054839561951437,High Risk,Medium,1759.537971530249,620.6629046153691,100,520.6629046153691,5.206629046153691,1,Month-to-month,DSL,53.95
6217-KDYWC,0.5894892869972033,Medium Risk,Low,647.39256227758,190.8154899721516,100,90.8154899721516,0.908154899721516,1,Month-to-month,No,19.85
0390-DCFDQ,0.013222461985068936,Low Risk,Low,644.1311387900355,4.258499748025203,100,-95.7415002519748,-0.957415002519748,0,Two year,No,19.75
3146-MSEGF,0.011098465644495832,Low Risk,Low,647.39256227758,3.5925320554699254,100,-96.40746794453007,-0.9640746794453007,0,Two year,No,19.85
4080-OGPJL,0.3811318160248111,Low Risk,High,3258.1620640569395,620.8946121885841,400,220.89461218858412,0.5522365304714603,1,One year,Fiber optic,99.9
1095-WGNGG,0.04957477784647981,Low Risk,Medium,1966.6383629893235,48.74782997478022,100,-51.25217002521978,-0.5125217002521978,0,Two year,DSL,60.3
2636-SJDOU,0.8786940679610219,High Risk,Medium,2276.4735943060496,1000.1619215933158,100,900.1619215933158,9.001619215933157,0,Month-to-month,Fiber optic,69.8
1131-QQZEB,0.22386177737230903,Low Risk,Medium,2568.370996441281,287.4800481074168,250,37.48004810741679,0.14992019242966717,0,One year,DSL,78.75
5716-EZXZN,0.8881020106726998,High Risk,High,2938.5425622775797,1304.8627790030127,400,904.8627790030127,2.262156947507532,0,Month-to-month,Fiber optic,90.1
6837-BJYDQ,0.44508963435022686,Medium Risk,High,3455.4781850533805,768.9987609452974,400,368.99876094529736,0.9224969023632434,1,One year,Fiber optic,105.95
2135-RXIHG,0.7334950321511218,High Risk,Low,1452.9641637010673,532.870997984171,100,432.870997984171,4.32870997984171,0,Month-to-month,DSL,44.55
6440-DKQGE,0.010336043779528688,Low Risk,Low,644.1311387900355,3.328883825145738,100,-96.67111617485426,-0.9667111617485427,0,Two year,No,19.75
3466-BYAVD,0.3288780480264683,Low Risk,Medium,1663.3259786476867,273.51570054468317,100,173.51570054468317,1.7351570054468317,0,Month-to-month,DSL,51.0
3780-YVMFA,0.8499398485016476,High Risk,High,3297.299145907473,1401.2529682686047,400,1001.2529682686047,2.5031324206715118,1,Month-to-month,Fiber optic,101.1
3874-EQOEP,0.04268442427629802,Low Risk,High,2868.4219572953734,61.218469914322455,250,-188.78153008567756,-0.7551261203427102,0,Two year,DSL,87.95
1679-JRFBR,0.4268874244304024,Medium Risk,Low,1510.0390747330957,322.30834570103957,100,222.30834570103957,2.2230834570103957,0,Month-to-month,DSL,46.3
9073-ZZIAY,0.6742555532057867,Medium Risk,Medium,1643.7574377224198,554.1562902538283,100,454.1562902538283,4.541562902538283,0,Month-to-month,DSL,50.4
3077-RSNTJ,0.09031571705638501,Low Risk,Medium,1793.782918149466,81.0033952480819,100,-18.9966047519181,-0.189966047519181,0,One year,DSL,55.0
6551-GNYDG,0.7121085287104876,High Risk,Medium,2594.4623843416366,923.7693956541132,250,673.7693956541132,2.695077582616453,0,Month-to-month,Fiber optic,79.55
9167-APMXZ,0.03309543782996677,Low Risk,Low,803.9408896797152,13.303387866681593,100,-86.69661213331841,-0.8669661213331841,0,Two year,No,24.65
2749-CTKAJ,0.15368697787707583,Low Risk,High,3540.275195729537,272.04709784242283,400,-127.95290215757717,-0.31988225539394294,0,Two year,Fiber optic,108.55
6371-NZYEG,0.1535366480617902,Low Risk,Medium,2623.815195729537,201.42589514295156,250,-48.57410485704844,-0.19429641942819376,0,One year,DSL,80.45
7554-NEWDD,0.1849194906792666,Low Risk,High,3613.6572241992876,334.1178266941923,400,-65.88217330580773,-0.1647054332645193,0,Two year,Fiber optic,110.8
8992-VONJD,0.5363110975244914,Medium Risk,High,2928.758291814946,785.3627869336141,250,535.3627869336141,2.141451147734456,0,Month-to-month,Fiber optic,89.8
0867-MKZVY,0.00807447250550323,Low Risk,Low,649.0232740213522,2.620260290758549,100,-97.37973970924145,-0.9737973970924145,0,Two year,No,19.9
4482-EWFMI,0.1319713001604816,Low Risk,Low,671.8532384341637,44.33267269659332,100,-55.66732730340668,-0.5566732730340668,0,One year,No,20.6
4648-YPBTM,0.018210976908399516,Low Risk,Low,666.9611032028469,6.073006624613855,100,-93.92699337538615,-0.9392699337538615,0,Two year,No,20.45
2907-ILJBN,0.821179175119579,High Risk,Medium,2494.98896797153,1024.4164913256554,250,774.4164913256554,3.097665965302622,1,Month-to-month,Fiber optic,76.5
6345-FZOQH,0.6095035593089921,Medium Risk,Low,967.0120640569394,294.69864746871986,100,194.69864746871986,1.9469864746871985,0,Month-to-month,DSL,29.65
3376-BMGFE,0.7689876404439515,High Risk,Medium,2612.4002135231312,1004.4517380462139,250,754.4517380462139,3.0178069521848556,1,Month-to-month,Fiber optic,80.1
5997-OPVFA,0.2956924186112873,Low Risk,Medium,1640.4960142348752,242.54111708564355,100,142.54111708564355,1.4254111708564354,0,Month-to-month,DSL,50.3
3445-HXXGF,0.45527689175485087,Medium Risk,High,3393.511138790035,772.4936017018957,400,372.4936017018957,0.9312340042547393,1,One year,Fiber optic,104.05
1159-WFSGR,0.6470909605419345,Medium Risk,Medium,1803.5671886120992,583.5360122404599,100,483.53601224045985,4.835360122404598,0,Month-to-month,DSL,55.3
7654-YWJUF,0.16514314351900902,Low Risk,High,3075.522348754448,253.95071431813778,400,-146.04928568186222,-0.36512321420465554,0,Two year,Fiber optic,94.3
1875-QIVME,0.8389620983298293,High Risk,Medium,2408.561245551601,1010.3457982619392,250,760.3457982619392,3.0413831930477566,0,Month-to-month,Fiber optic,73.85
6727-IOTLZ,0.6258597838632602,Medium Risk,High,3075.522348754448,962.4228762290427,400,562.4228762290427,1.4060571905726067,0,Month-to-month,Fiber optic,94.3
0691-JVSYA,0.3413943912061455,Low Risk,Medium,2116.66384341637,361.3085821055959,100,261.3085821055959,2.613085821055959,0,One year,DSL,64.9
5918-VUKWP,0.01733032913767915,Low Risk,Medium,1920.9784341637007,16.645594265220225,100,-83.35440573477977,-0.8335440573477978,0,Two year,DSL,58.9
