SeniorCitizen,tenure,MonthlyCharges,TotalCharges,tenure_group,service_count,high_monthly_charges,auto_payment,fiber_customer,long_contract,customer_lifetime_value,avg_monthly_spend,support_dependency,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2.271039016322759,-0.3431369275747509,-1.4791401694245876,-0.8044393589845545,12-24,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.7930729552749645,-1.3334002529900035,-0.9838073634625305,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.440327089412664,1.2051336009250397,0.31584377253233625,1.065357236857067,48+,0.7937555206811073,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,1.0260142896671869,0.5076369762940668,0.5711787862044767,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
-0.440327089412664,0.18653456901728277,-0.8176553463700914,-0.3681711341201136,24-48,-0.1762138635276938,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.3513942976085227,-0.686830306799888,1.3486718610379804,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.440327089412664,1.2051336009250397,-1.5157046571311175,-0.5116232383974791,48+,-1.146183247736495,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,-0.48254662846928387,-1.35182843752987,-0.9838073634625305,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
-0.440327089412664,-0.8728084241667845,0.28925141783667824,-0.6580533580642719,0-12,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.6511899791619593,0.2260107327031815,-0.2063142886290269,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.440327089412664,-0.9135523854430948,-0.9489550976799035,-0.8423594216099262,0-12,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.8481392706229002,-0.822064951583248,0.5711787862044767,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.440327089412664,0.18653456901728277,1.233280009532542,0.5568004458359401,24-48,1.2787402127855079,1.2800973227541437,1.1383270367970848,1.1275273076326642,-0.9026126951352695,0.6567122886609432,1.121372464377109,0.5711787862044767,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2.271039016322759,1.6125732136881425,-1.3195860412506386,-0.217682089774398,48+,-0.6611985556320944,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,-0.2101737070049154,-1.132786585535705,-0.9838073634625305,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
-0.440327089412664,-0.5468567339563023,0.6632064057443707,-0.27854390058498574,12-24,0.3087708285767068,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.2971449243888443,0.770655040091845,0.5711787862044767,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.440327089412664,-1.2802480369298874,-1.5024084797832884,-0.9987162592414759,0-12,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.9995605980712334,-1.6151885443305551,-0.9838073634625305,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.440327089412664,-0.38388088885106114,0.29423748434211433,-0.28260282526390856,12-24,0.7937555206811073,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.260183812964448,0.3069208099591697,-0.2063142886290269,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
2.271039016322759,0.4309983366751445,1.4875694013097727,1.1236822197433278,24-48,1.7637249048899086,1.2800973227541437,-0.8784821652077276,1.1275273076326642,1.107894898210063,1.071961764502413,1.6614740596091906,1.3486718610379804,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
-0.440327089412664,0.5532302205040753,1.0005969059455335,0.9439865652079716,24-48,0.7937555206811073,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,0.9195026997560238,1.147808877616246,0.5711787862044767,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False
-0.440327089412664,-0.9542963467194051,-1.4758161250876303,-0.9261409212324749,0-12,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.9271397823770758,-1.333006968563848,-0.9838073634625305,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.440327089412664,-0.3431369275747509,-1.499084435446331,-0.7893948664246341,12-24,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,1.107894898210063,-0.7994318561651832,-1.2886969232169734,-0.9838073634625305,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
2.271039016322759,-0.9950403079957154,1.17510923363579,-0.6065226621405558,0-12,0.7937555206811073,1.2800973227541437,1.1383270367970848,1.1275273076326642,-0.9026126951352695,-0.6544135886410285,1.3721344093437022,-0.2063142886290269,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
-0.440327089412664,-0.9135523854430948,0.703094937787858,-0.6285599760223163,0-12,-0.1762138635276938,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.6286688718424347,0.6217656008034728,-0.9838073634625305,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.440327089412664,1.5718292524118322,0.20116424290731047,1.186838205372437,48+,0.7937555206811073,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,1.2131381960720606,0.3274726523676522,1.3486718610379804,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False
-0.440327089412664,-1.1172721918246462,-1.1400876470549464,-0.9335969893926702,0-12,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.9408732419385898,-1.0230769916183782,-0.2063142886290269,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2.271039016322759,0.3495104141225239,0.6299659623747981,0.4368856928216761,24-48,0.3087708285767068,1.2800973227541437,1.1383270367970848,1.1275273076326642,-0.9026126951352695,0.5080950598690606,0.6180661450271345,0.5711787862044767,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.440327089412664,1.0421577558197987,0.22609457543448996,0.858969740683142,48+,1.2787402127855079,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,0.8256205935573775,0.4134758462653288,2.126164935871484,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
-0.440327089412664,-1.1987601143772668,0.17124784387469535,-0.9101037568760788,0-12,0.3087708285767068,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,1.107894898210063,-0.9155480359626146,-0.13013016431558194,-0.2063142886290269,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
-0.440327089412664,1.4088534073065913,-1.509056568457203,-0.4407905908756245,48+,-1.146183247736495,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,-0.4342366453172055,-1.3174298207043478,-0.9838073634625305,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
-0.440327089412664,-0.791320501614164,-1.128453491875596,-0.83349155356141,12-24,-1.146183247736495,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.8311159630313771,-1.0137911093341465,-0.2063142886290269,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.440327089412664,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0-12,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,1.107894898210063,-0.9992956438674744,-1.6053564336766626,-0.9838073634625305,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
-0.440327089412664,1.5718292524118322,1.1767712558042684,2.173156902350689,48+,1.2787402127855079,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,2.133346225244441,1.345096105045499,2.126164935871484,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
-0.440327089412664,-0.9950403079957154,-0.33400689534280925,-0.8141013644702514,0-12,-0.6611985556320944,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.8147991999832117,-0.34120191015862944,-0.9838073634625305,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
-0.440327089412664,-0.18016108246950976,0.8792692876465931,0.08839171413894166,24-48,0.3087708285767068,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,0.12004754894685936,0.8704707404629254,0.5711787862044767,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
-0.440327089412664,1.5718292524118322,-1.3611365954626045,-0.26965397316321454,48+,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,1.107894898210063,-0.2604487671682071,-1.1752471115996825,-0.9838073634625305,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
-0.440327089412664,1.4088534073065913,1.780085302962012,2.435729622205138,48+,2.248709596994309,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,2.493352749602136,1.8249657605625482,2.126164935871484,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
-0.440327089412664,1.24587756220135,0.8177744674128837,1.462249480461305,48+,2.248709596994309,1.2800973227541437,1.1383270367970848,-0.8868964797842297,1.107894898210063,1.4789093419594317,0.9301247056506252,2.126164935871484,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
-0.440327089412664,-1.1172721918246462,0.525258565760644,-0.8240280824350084,0-12,-0.6611985556320944,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.83025486186916,0.3334811644339203,-0.9838073634625305,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.440327089412664,0.18653456901728277,0.4687498120323708,0.3060294906729242,24-48,1.7637249048899086,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,0.280918909662601,0.6311468770374294,2.126164935871484,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False
